	AllTransactions

	1/1/2023 through 3/9/2026 (in U.S. Dollars)


	Date	Account	Description	Memo	Category	Amount	
			
			
			
			
			
							
	BALANCE 12/31/2022	-0.0(	
				Medicare Tax	Tax:Medicare	-53.85	
				Legal Plan	L&P Fees	-10.29	
				Dependent Life Insurance	Insurance:Life	-85.50	
				Other After-Tax Deduction	Insurance	-11.25	
				Other After-Tax Deduction	Insurance:Life	-136.23	
	    12/29/2023	Cash	Interest Earned	INTEREST EARNED	Interest Inc	80.94	
	    12/29/2023	MasterCard	Safeway		Groceries	-1.38	
	    12/29/2023	MasterCard	Qfc		Groceries	-47.94	
	    12/29/2023	MasterCard	European Deli Produc		Groceries	-26.85	
	    12/29/2023	MasterCard	Dollartree		Household	-3.31	
	    12/29/2023	Investment2	3.989 FIDELITY MUNICIPAL INCOME		_DivInc	49.27	
	    12/29/2023	Investment2	9.962 FIDELITY CAPITAL & INCOME		_DivInc	96.13	
	    12/29/2023	Investment2	FIDELITY GOVERNMENT MONEY MARKET	DIVIDEND RECEIVED	_DivInc	15.85	
	    12/29/2023	Investment1	BECTON DICKINSON & CO	BECTON DICKINSON & CO	_DivInc	9.50	
	    12/29/2023	Investment1	EVERSOURCE ENERGY	EVERSOURCE ENERGY	_DivInc	14.85	
	    12/29/2023	Investment1	BANK DEPOSIT SWEEP	STANDARD BANK DEPOSIT	_IntInc	2.29	
	    12/30/2023	MasterCard	Safeway		Groceries	-12.17	
	    12/30/2023	MasterCard	Qfc		Groceries	-26.60	
	    12/30/2023	MasterCard	Qfc		Groceries	-13.11	
	    1/1/2024	Investment1	AUTOMATIC DATA	AUTOMATIC DATA	_DivInc	21.00	
	    1/2/2024	Checking	ARCO	 	Auto:Fuel	-37.39	
	    1/2/2024	Checking	Costco		Groceries	-79.99	
	    1/2/2024	Checking	Costco Gas		Auto:Fuel	-65.49	
	    1/2/2024	Checking	Ziply Fiber		Utilities:Internet	-85.86	
	    1/2/2024	MasterCard	Whole Foods		Groceries	-30.99	
	    1/2/2024	MasterCard	Whole Foods		Groceries	-92.31	
	    1/2/2024	MasterCard	Trader Joe		Groceries	-50.83	
	    1/2/2024	MasterCard	Qfc		Groceries	-200.00	
	    1/2/2024	MasterCard	Lululemon		Clothing	-395.26	
	    1/2/2024	MasterCard	Hulu		Streaming	-116.79	
	    1/2/2024	MasterCard	Gap		Clothing	-17.05	
	    1/2/2024	MasterCard	Amazon		Household	-15.40	
	    1/2/2024	Investment1	386.730 FEDERATED HERMES PRIME CASH OBLIGATIONS CL WS	FROM DIVIDEND AT $ 1.00 PER SHARE		0.00	
	    1/2/2024	Investment1	NIKE INC CLASS B	NIKE INC CLASS B	_DivInc	8.51	
	    1/2/2024	Investment1	WAL-MART STORES INC	WALMART INC	_DivInc	5.13	
	    1/3/2024	Checking	Nordstrom		Clothing	-103.49	
	    1/3/2024	Checking	ARCO		Auto:Fuel	-20.85	
	    1/3/2024	MasterCard	Supreme Dumplings		Dining	-63.15	
	    1/3/2024	MasterCard	Qfc		Groceries	7.14	
	    1/3/2024	MasterCard	Pour Me		Dining	-17.73	
	    1/3/2024	MasterCard	Company Store		Gifts Given	-22.04	
	    1/3/2024	MasterCard	Amazon		Household	-18.55	
	    1/4/2024	Cash	ARCO		Auto:Fuel	-41.44	
	    1/4/2024	Cash	ARCO		Auto:Fuel	-0.55	
	    1/4/2024	MasterCard	Rockin R Restaurant		Dining	-62.63	
	    1/4/2024	MasterCard	Hop Valley Brewing		Dining	-53.50	
	    1/4/2024	MasterCard	Aptive Environmental		House Services	-136.52	
	    1/4/2024	MasterCard	Cedar Lodge Motel		Recreation	-99.68	
	    1/4/2024	MasterCard	Target		Household	-16.43	
	    1/4/2024	MasterCard	Seven Feathers Truck		Groceries	-7.28	
	    1/5/2024	Cash	ARCO		Auto:Fuel	-40.99	
	    1/5/2024	Cash	In Lieu Of Frx Share Leu Payout	IN LIEU OF FRX SHARE LEU PAYOUT 	Misc	5.42	
	    1/5/2024	MasterCard	Whole Foods		Groceries	-19.36	
	    1/5/2024	MasterCard	Whole Foods		Groceries	-12.63	
	    1/5/2024	MasterCard	Safeway		Groceries	-13.60	
	    1/5/2024	MasterCard	Reg Bella Botega		Entertainment	-26.00	
	    1/5/2024	MasterCard	Jersey Mike's		Dining	-54.84	
	    1/5/2024	MasterCard	India Oven		Dining	-65.90	
	    1/5/2024	MasterCard	Chichen Itza Restauran		Dining	-39.69	
	    1/5/2024	MasterCard	Target		Household	-33.32	
	    1/5/2024	MasterCard	Amazon		Personal Care	-81.43	
	    1/5/2024	MasterCard	Amazon		Personal Care	-7.74	
	    1/5/2024	Investment1	CHUBB CORP	CHUBB LTD	_DivInc	11.18	
	    1/5/2024	Investment1	PEPSICO INCORPORATED	PEPSICO INCORPORATED	_DivInc	18.98	
	    1/6/2024	MasterCard	Dr Sandwich		Dining	-57.93	
	    1/6/2024	MasterCard	Fountain La		Dining	-9.96	
	    1/6/2024	MasterCard	Amazon		Personal Care	-56.85	
	    1/6/2024	MasterCard	Amazon		Household	-30.65	
	    1/8/2024	MasterCard	Whole Foods		Groceries	-97.91	
	    1/8/2024	MasterCard	Lululemon		Clothing	-250.44	
	    1/8/2024	MasterCard	City		Auto:Parking	-7.00	
	    1/8/2024	MasterCard	Uber.Com		Transportation	-102.62	
	    1/9/2024	Checking	Venmo	 	House Services	-130.00	
	    1/9/2024	MasterCard	Amazon		Household	-15.69	
	    1/10/2024	Checking	Employer	Salary	Salary Spouse	1,835.50	
				Dental Insurance	Employer Benefit Spouse:Dental	-5.22	
				Vision Insurance	Employer Benefit Spouse:Vision	-0.36	
				Medical Insurance	Employer Benefit Spouse:Medical	-43.66	
				Federal Tax	Tax Spouse:Fed	-82.60	
				Social Security (FICA)	Tax Spouse:Soc Sec	-112.55	
				Medicare Tax	Tax Spouse:Medicare	-25.71	
	    1/10/2024	MasterCard	Cash Auto Redemption		Bank Charge	100.00	
	    1/10/2024	MasterCard	General Bldg		Dining	-5.28	
	    1/10/2024	Investment2	AGNC Investment Corp.	DIVIDEND RECEIVED	_DivInc	36.00	
	    1/11/2024	MasterCard	Trader Joe		Groceries	-54.95	
	    1/11/2024	Investment1	ILLINOIS TOOL WORKS INC	ILLINOIS TOOL WORKS INC	_DivInc	19.60	
	    1/12/2024	Cash	Employer	Salary	Salary	2,299.17	
				Federal Tax	Tax:Fed	-501.90	
				Medicare Tax	Tax:Medicare	-42.54	
				Social Security (FICA)	Tax:Soc Sec	-133.96	
				Legal Plan	L&P Fees	-7.75	
				Dependent Life Insurance	Insurance:Life	-85.50	
				Other After-Tax Deduction	Insurance	-11.25	
				Other After-Tax Deduction	Insurance:Life	-136.23	
	    1/12/2024	Investment1	Advisory	ACCOUNT CREDIT		17.04	
	    1/12/2024	Investment1	Advisory	PLATFORM FEE		-18.70	
	    1/12/2024	Investment1	COSTCO WHSL CORP NEW	COSTCO WHSL CORP NEW	_DivInc	60.00	
	    1/12/2024	Investment1	MEDTRONIC PLC	MEDTRONIC PLC	_DivInc	16.56	
	    1/13/2024	MasterCard	Lululemon		Clothing	-76.04	
	    1/13/2024	MasterCard	General Bldg		Dining	-7.25	
	    1/15/2024	MasterCard	Whole Foods		Groceries	-57.27	
	    1/15/2024	MasterCard	Bronk Knifeworks		Household	-47.52	
	    1/15/2024	MasterCard	Company Store		Gifts Given	-44.08	
	    1/16/2024	Checking	Costco		Groceries	-72.41	
	    1/16/2024	Checking	Farmers Insurance		Insurance:Home Insurance	-277.16	
	    1/16/2024	Cash	Prov L&a Dis		Insurance:Disability Insurance	-130.86	
	    1/16/2024	MasterCard	Walgreens		Medical:Medicine	-9.49	
	    1/16/2024	MasterCard	Three Lions		Dining	-37.73	
	    1/16/2024	MasterCard	Trader Joe		Groceries	-84.86	
	    1/16/2024	MasterCard	Great Clips		Personal Care	-28.00	
	    1/16/2024	MasterCard	Amk Dome		Entertainment	-18.39	
	    1/16/2024	MasterCard	Amazon		Household	-54.74	
	    1/16/2024	MasterCard	Amazon		Household	-30.93	
	    1/16/2024	MasterCard	Amazon		Household	-25.13	
	    1/17/2024	Cash	ARCO		Auto:Fuel	-20.30	
	    1/17/2024	Cash	COSTCO GAS		Auto:Fuel	-65.14	
	    1/17/2024	MasterCard	Safeway		Groceries	-15.98	
	    1/17/2024	MasterCard	Amazon		Personal Care	-49.90	
	    1/17/2024	MasterCard	Amazon		Personal Care	-19.55	
	    1/18/2024	MasterCard	Amazon Music		Entertainment	-6.60	
	    1/18/2024	MasterCard	Amazon		Personal Care	-31.74	
	    1/18/2024	MasterCard	Amazon		Pet	-55.09	
	    1/18/2024	MasterCard	Amazon		Personal Care	-16.72	
	    1/18/2024	MasterCard	Amazon		Household	-24.09	
	    1/18/2024	Investment2	PROSPECT CAP CORP	DIVIDEND RECEIVED	_DivInc	48.00	
	    1/19/2024	Investment1	22.000 EVERSOURCE ENERGY	EVERSOURCE ENERGY	_RlzdGain	200.46	
	    1/20/2024	MasterCard	Amazon		Personal Care	-31.94	
	    1/20/2024	MasterCard	Amazon		Household	-37.92	
	    1/20/2024	MasterCard	Amazon		Household	-28.65	
	    1/22/2024	Checking	Costco Whse		Groceries	55.09	
	    1/22/2024	Checking	T-mobile		Utilities:Telephone	-227.13	
	    1/22/2024	Checking	Zelle Bob		House Services	-100.00	
	    1/22/2024	Cash	ARCO		Auto:Fuel	-20.30	
	    1/22/2024	MasterCard	Whole Foods		Groceries	-11.79	
	    1/22/2024	MasterCard	Trader Joe		Groceries	-75.66	
	    1/22/2024	MasterCard	Safeway		Groceries	-9.91	
	    1/22/2024	MasterCard	Audible.Com		Entertainment	-16.47	
	    1/22/2024	MasterCard	Arbat International Fo		Groceries	-43.07	
	    1/22/2024	MasterCard	Bartell Drug		Groceries	-9.84	
	    1/22/2024	MasterCard	Mud Bay		Pet	-9.23	
	    1/23/2024	Checking	ARCO	 	Auto:Fuel	-72.30	
	    1/24/2024	MasterCard	Victoria's Secret		Clothing	-13.76	
	    1/24/2024	MasterCard	General Bldg		Dining	-6.81	
	    1/24/2024	Investment1	CISCO SYSTEMS INC	CISCO SYSTEMS INC	_DivInc	20.67	
	    1/24/2024	Investment1	COMCAST CORP NEW CL A	COMCAST CORP NEW CL A	_DivInc	16.24	
	    1/25/2024	Checking	Employer	Salary	Salary Spouse	1,835.50	
				Dental Insurance	Employer Benefit Spouse:Dental	-4.81	
				Vision Insurance	Employer Benefit Spouse:Vision	0.00	
				Medical Insurance	Employer Benefit Spouse:Medical	-51.01	
				Federal Tax	Tax Spouse:Fed	-81.81	
				Social Security (FICA)	Tax Spouse:Soc Sec	-112.15	
				Medicare Tax	Tax Spouse:Medicare	-25.61	
	    1/25/2024	MasterCard	Beverages & More		Groceries	-93.41	
	    1/25/2024	MasterCard	Amazon		Household	-9.91	
	    1/25/2024	MasterCard	Cinemark		Entertainment	-8.76	
	    1/26/2024	MasterCard	European Deli Produc		Groceries	-58.51	
	    1/29/2024	Checking	Costco Whse		Groceries	253.45	
	    1/29/2024	Checking	Ziply Fiber		Utilities:Internet	-90.87	
	    1/29/2024	MasterCard	Pcc		Groceries	-21.31	
	    1/29/2024	MasterCard	Pcc		Groceries	-6.56	
	    1/29/2024	MasterCard	Kricket Club		Dining	-108.49	
	    1/29/2024	MasterCard	General Bldg		Dining	-6.81	
	    1/30/2024	Cash	ARCO		Auto:Fuel	-20.30	
	    1/31/2024	Cash	Employer	Salary	Salary	2,299.17	
				Federal Tax	Tax:Fed	-401.90	
				Medicare Tax	Tax:Medicare	-42.54	
				Social Security (FICA)	Tax:Soc Sec	-133.96	
				Legal Plan	L&P Fees	-7.75	
				Dependent Life Insurance	Insurance:Life	-85.50	
				Other After-Tax Deduction	Insurance	-11.25	
				Other After-Tax Deduction	Insurance:Life	-136.23	
	    1/31/2024	Cash	Interest Earned	INTEREST EARNED	Interest Inc	75.64	
	    1/31/2024	MasterCard	Urban Haircuts 2		Personal Care	-63.25	
	    1/31/2024	Investment2	4.059 FIDELITY MUNICIPAL INCOME		_DivInc	49.88	
	    1/31/2024	Investment2	8.585 FIDELITY CAPITAL & INCOME		_DivInc	82.93	
	    1/31/2024	Investment2	FIDELITY GOVERNMENT MONEY MARKET	DIVIDEND RECEIVED	_DivInc	16.24	
	    1/31/2024	Investment1	JPMORGAN CHASE & CO	JPMORGAN CHASE & CO	_DivInc	28.35	
	    1/31/2024	Investment1	BANK DEPOSIT SWEEP	STANDARD BANK DEPOSIT	_IntInc	2.39	
	    2/1/2024	Investment1	387.610 FEDERATED HERMES PRIME CASH OBLIGATIONS CL WS		_DivInc	387.61	
	    2/1/2024	Investment1	AMERICAN TOWER CORP	AMERICAN TOWER CORP	_DivInc	13.60	
	    2/2/2024	Checking	ARCO	 	Auto:Fuel	-20.06	
	    2/2/2024	Checking	ARCO	 	Auto:Fuel	-53.59	
	    2/2/2024	MasterCard	Trader Joe		Groceries	-42.81	
	    2/2/2024	MasterCard	Hulu		Streaming	-116.79	
	    2/2/2024	Investment2	0.617 FIDELITY FREEDOM INCOME		_DivInc	6.42	
	    2/3/2024	MasterCard	Pcc		Groceries	-39.92	
	    2/3/2024	MasterCard	General Bldg		Dining	-6.58	
	    2/5/2024	MasterCard	Trader Joe's		Groceries	-14.40	
	    2/5/2024	MasterCard	Total Wine More		Groceries	-232.72	
	    2/5/2024	MasterCard	Koza Cafe		Dining	-66.22	
	    2/5/2024	MasterCard	Home Goods		Household	-30.87	
	    2/5/2024	MasterCard	Eastside Dog		Pet	-22.01	
	    2/6/2024	Checking	Zelle Alice		Personal Care	-40.00	
	    2/6/2024	MasterCard	Amazon		Medical:Medicine	-21.19	
	    2/7/2024	Investment1	LOWES COMPANIES INC	LOWES COMPANIES INC	_DivInc	28.60	
	    2/8/2024	MasterCard	Amazon		Gifts Given	-17.31	
	    2/8/2024	MasterCard	Hanoon		Dining	-122.44	
	    2/9/2024	Checking	Netflix		Streaming	-17.07	
	    2/9/2024	Checking	Employer	Salary	Salary Spouse	1,477.50	
				Dental Insurance	Employer Benefit Spouse:Dental	-4.81	
				Vision Insurance	Employer Benefit Spouse:Vision	0.00	
				Medical Insurance	Employer Benefit Spouse:Medical	-51.01	
				Federal Tax	Tax Spouse:Fed	-81.81	
				Social Security (FICA)	Tax Spouse:Soc Sec	-112.14	
				Medicare Tax	Tax Spouse:Medicare	-25.62	
	    2/9/2024	MasterCard	Hmart		Groceries	-134.66	
	    2/9/2024	MasterCard	General Bldg		Dining	-7.57	
	    2/9/2024	Investment2	AGNC Investment Corp.	DIVIDEND RECEIVED	_DivInc	36.00	
	    2/9/2024	Investment1	GENL DYNAMICS CORP COM	GENL DYNAMICS CORP	_DivInc	14.52	
	    2/9/2024	Investment1	24.000 MEDTRONIC PLC	MEDTRONIC PLC	_RlzdGain	633.73	
	    2/12/2024	Checking	ARCO	 	Auto:Fuel	-54.92	
	    2/12/2024	MasterCard	Trader Joe		Groceries	-3.29	
	    2/12/2024	MasterCard	Qfc		Groceries	-30.76	
	    2/12/2024	MasterCard	Metropolitan Market		Groceries	-32.61	
	    2/12/2024	MasterCard	Company Store		Gifts Given	-22.04	
	    2/12/2024	Investment1	AIR PRODUCTS & CHEMICALS	AIR PRODUCTS & CHEMICALS	_DivInc	15.75	
	    2/13/2024	Cash	ARCO		Auto:Fuel	-20.06	
	    2/13/2024	MasterCard	Ticketimpulse.Com		Entertainment	-153.52	
	    2/13/2024	MasterCard	Qfc		Groceries	-48.41	
	    2/13/2024	MasterCard	Metropolitan Market		Groceries	22.03	
	    2/13/2024	Investment1	10.000 BECTON DICKINSON & CO	BECTON DICKINSON & CO	_RlzdGain	1,360.60	
	    2/14/2024	Checking	Venmo	 	House Services	-140.00	
	    2/15/2024	Checking	Farmers Insurance		Insurance:Home Insurance	-277.16	
	    2/15/2024	Cash	Employer	Salary	Salary	2,299.17	
				Federal Tax	Tax:Fed	-401.90	
				Medicare Tax	Tax:Medicare	-32.54	
				Social Security (FICA)	Tax:Soc Sec	-133.96	
				Legal Plan	L&P Fees	-7.75	
				Dependent Life Insurance	Insurance:Life	-85.50	
				AD&D Family Insurance	Insurance:Accident	-11.25	
				Emplyee Life Insurance	Insurance:Life	-136.23	
	    2/15/2024	Cash	Prov L&a Dis		Insurance:Disability Insurance	-130.86	
	    2/15/2024	Investment1	ABBOTT LABORATORIES	ABBOTT LABORATORIES	_DivInc	15.95	
	    2/15/2024	Investment1	ACCENTURE PLC IRELAND	ACCENTURE PLC IRELAND	_DivInc	19.35	
	    2/15/2024	Investment1	APPLE INC	APPLE INC	_DivInc	13.68	
	    2/15/2024	Investment1	COLGATE-PALMOLIVE CO	COLGATE-PALMOLIVE CO	_DivInc	7.68	
	    2/15/2024	Investment1	PROCTER & GAMBLE CO	PROCTER & GAMBLE CO	_DivInc	15.05	
	    2/16/2024	Checking	Nordstrom		Clothing	-212.73	
	    2/16/2024	MasterCard	Qfc		Groceries	-24.24	
	    2/17/2024	MasterCard	Amazon		Household	-9.91	
	    2/17/2024	MasterCard	Amazon		Household	-14.73	
	    2/17/2024	MasterCard	Amazon		Medical:Medicine	-25.06	
	    2/19/2024	MasterCard	Safeway		Groceries	-18.56	
	    2/19/2024	MasterCard	Safeway		Groceries	-13.08	
	    2/19/2024	MasterCard	Pcc		Groceries	-24.47	
	    2/19/2024	MasterCard	Amazon Kindle		Books	-13.21	
	    2/19/2024	MasterCard	Amazon Music		Entertainment	-6.60	
	    2/20/2024	Checking	T-mobile		Utilities:Telephone	-227.13	
	    2/20/2024	Cash	ARCO		Auto:Fuel	-22.80	
	    2/20/2024	Investment2	PROSPECT CAP CORP	DIVIDEND RECEIVED	_DivInc	48.00	
	    2/20/2024	Investment1	NORFOLK SOUTHERN CORP	NORFOLK SOUTHERN CORP	_DivInc	16.20	
	    2/21/2024	Cash	ARCO		Auto:Fuel	-57.90	
	    2/21/2024	Cash	ARCO		Auto:Fuel	-20.06	
	    2/21/2024	MasterCard	Audible.Com		Entertainment	-16.47	
	    2/22/2024	MasterCard	Safeway		Groceries	-35.20	
	    2/22/2024	MasterCard	Aptive Environmental		House Services	-146.43	
	    2/22/2024	Investment1	32.000 STARBUCKS CORP	STARBUCKS CORP		0.00	
	    2/23/2024	Checking	Quest Diagnostic Lab		Medical:Doctor	-19.91	
	    2/23/2024	Checking	Employer	Salary	Salary Spouse	1,477.50	
				Dental Insurance	Employer Benefit Spouse:Dental	-4.81	
				Vision Insurance	Employer Benefit Spouse:Vision	0.00	
				Medical Insurance	Employer Benefit Spouse:Medical	-51.01	
				Federal Tax	Tax Spouse:Fed	-81.81	
				Social Security (FICA)	Tax Spouse:Soc Sec	-112.14	
				Medicare Tax	Tax Spouse:Medicare	-25.61	
	    2/23/2024	MasterCard	General Bldg		Groceries	-7.57	
	    2/26/2024	Checking	ARCO	 	Auto:Fuel	-55.61	
	    2/26/2024	MasterCard	Pcc		Groceries	-54.88	
	    2/26/2024	MasterCard	Prime Video		Streaming	-12.03	
	    2/26/2024	MasterCard	Qfc		Groceries	-19.24	
	    2/26/2024	MasterCard	Dough Zone		Dining	-32.96	
	    2/26/2024	MasterCard	Amazon		Personal Care	-14.85	
	    2/26/2024	Investment1	3:1 WAL-MART STORES INC	from data feed		0.00	
	    2/26/2024	Investment1	18.000 WAL-MART STORES INC	Due to a Stock Split a manual entry may be necessary.		0.00	
	    2/26/2024	Investment1	15.000 ZOETIS INC	ZOETIS INC		0.00	
	    2/27/2024	Checking	Zelle Bob		House Services	-100.00	
	    2/27/2024	MasterCard	Trader Joe		Groceries	-96.16	
	    2/27/2024	MasterCard	Amazon		Personal Care	-6.50	
	    2/27/2024	Investment1	PAYCHEX INC	PAYCHEX INC	_DivInc	22.25	
	    2/28/2024	Checking	Ziply Fiber		Utilities:Internet	-90.87	
	    2/28/2024	MasterCard	Lululemon		Clothing	-92.68	
	    2/28/2024	MasterCard	Grocery Outlet		Groceries	-60.19	
	    2/29/2024	Cash	Interest Earned	INTEREST EARNED	Interest Inc	49.31	
	    2/29/2024	Cash	Employer	Salary	Salary	2,299.17	
				Federal Tax	Tax:Fed	-401.90	
				Medicare Tax	Tax:Medicare	-32.54	
				Social Security (FICA)	Tax:Soc Sec	-133.97	
				Legal Plan	L&P Fees	-7.75	
				Dependent Life Insurance	Insurance:Life	-85.50	
				AD&D Family Insurance	Insurance:Accident	-11.25	
				Emplyee Life Insurance	Insurance:Life	-136.23	
	    2/29/2024	Investment2	8.203 FIDELITY CAPITAL & INCOME		_DivInc	80.31	
	    2/29/2024	Investment2	3.735 FIDELITY MUNICIPAL INCOME		_DivInc	45.86	
	    2/29/2024	Investment2	FIDELITY GOVERNMENT MONEY MARKET	DIVIDEND RECEIVED	_DivInc	15.51	
	    2/29/2024	Investment1	CMS ENERGY CORP	CMS ENERGY CORP	_DivInc	13.91	
	    2/29/2024	Investment1	BANK DEPOSIT SWEEP	STANDARD BANK DEPOSIT	_IntInc	4.20	
	    3/1/2024	Investment1	362.450 FEDERATED HERMES PRIME CASH OBLIGATIONS CL WS		_DivInc	362.45	
	    3/1/2024	Investment2	1.305 FIDELITY FREEDOM INCOME		_DivInc	13.66	
	    3/1/2024	Investment1	AFLAC INC	AFLAC INC	_DivInc	22.50	
	    3/1/2024	Investment1	GRAINGER W W INC	GRAINGER W W INC	_DivInc	5.58	
	    3/1/2024	Investment1	PHILLIPS 66	PHILLIPS 66	_DivInc	30.45	
	    3/1/2024	Investment1	WISCONSIN ENERGY CORP	WEC ENERGY GROUP INC	_DivInc	15.03	
	    3/2/2024	MasterCard	Hulu		Streaming	-116.79	
	    3/2/2024	MasterCard	Metropolitan Market		Groceries	-55.22	
	    3/4/2024	Checking	Costco		Groceries	-163.60	
	    3/4/2024	Checking	Nordstrom		Clothing	187.33	
	    3/4/2024	Checking	Safeway		Groceries	-14.31	
	    3/4/2024	Checking	GHOA		Homeowner's Fees	-130.00	
	    3/4/2024	MasterCard	Trader Joe's		Groceries	-63.84	
	    3/4/2024	MasterCard	Bai Tong		Dining	-200.41	
	    3/4/2024	MasterCard	Beverages & More		Groceries	-82.84	
	    3/4/2024	MasterCard	Party City		Entertainment	-64.99	
	    3/4/2024	MasterCard	Target		Household	-10.79	
	    3/5/2024	Checking	ARCO	 	Auto:Fuel	-59.97	
	    3/5/2024	MasterCard	Safeway		Groceries	-5.39	
	    3/5/2024	MasterCard	Whole Foods		Groceries	-6.65	
	    3/5/2024	MasterCard	Amazon		Personal Care	-25.06	
	    3/5/2024	Investment1	JOHNSON & JOHNSON	JOHNSON & JOHNSON	_DivInc	24.99	
	    3/6/2024	Cash	ARCO		Auto:Fuel	-21.16	
	    3/6/2024	MasterCard	Aaa		Auto:Insurance	-164.00	
	    3/7/2024	Investment1	AMGEN INC	AMGEN INC	_DivInc	27.00	
	    3/8/2024	Checking	Employer	Salary	Salary Spouse	1,156.50	
				Dental Insurance	Employer Benefit Spouse:Dental	-4.81	
				Vision Insurance	Employer Benefit Spouse:Vision	0.00	
				Medical Insurance	Employer Benefit Spouse:Medical	-51.01	
				Federal Tax	Tax Spouse:Fed	-81.81	
				Social Security (FICA)	Tax Spouse:Soc Sec	-112.15	
				Medicare Tax	Tax Spouse:Medicare	-25.62	
	    3/8/2024	Checking	ARCO	 	Auto:Fuel	-21.16	
	    3/8/2024	Checking	ARCO	 	Auto:Fuel	-72.56	
	    3/8/2024	Cash	Ford Motor Credit		Auto:Loan	-1,340.74	
	    3/9/2024	MasterCard	Cash Auto Redemption		Bank Charge	100.00	
	    3/10/2024	Investment1	TARGET CORP	TARGET CORP	_DivInc	15.40	
	    3/11/2024	Checking	Netflix		Streaming	-17.07	
	    3/11/2024	MasterCard	Uwajimaya		Groceries	-71.26	
	    3/11/2024	MasterCard	Metropolitan Market		Groceries	-102.52	
	    3/11/2024	MasterCard	Cinemark		Entertainment	-8.99	
	    3/11/2024	Investment2	AGNC Investment Corp.	DIVIDEND RECEIVED	_DivInc	36.00	
	    3/11/2024	Investment1	CHEVRON CORPORATION	CHEVRON CORPORATION	_DivInc	39.12	
	    3/11/2024	Investment1	EMERSON ELECTRIC CO	EMERSON ELECTRIC CO	_DivInc	11.03	
	    3/12/2024	Investment1	30.456 AMERICAN BALANCED FUND CL A		_DivInc	1,014.49	
	    3/12/2024	Investment1	2.805 AMERICAN INC FD OF AMER 98154		_DivInc	67.00	
	    3/12/2024	Investment1	P P G INDUSTRIES INC	P P G INDUSTRIES INC	_DivInc	5.85	
	    3/12/2024	Investment1	S&P GLOBAL INC	S&P GLOBAL INC	_DivInc	5.46	
	    3/13/2024	Checking	Venmo	 	House Services	-140.00	
	    3/13/2024	Cash	ARCO		Auto:Fuel	-21.16	
	    3/13/2024	Cash	WASTE MANAGEMENT		Utilities:Garbage & Recycling	-139.30	
	    3/14/2024	Investment1	5.785 FUNDAMENTAL INVESTORS FUND CL A		_DivInc	450.71	
	    3/14/2024	Investment1	MICROSOFT CORP	MICROSOFT CORP	_DivInc	25.50	
	    3/15/2024	Checking	Farmers Insurance		Insurance:Home Insurance	-277.16	
	    3/15/2024	Cash	ARCO		Auto:Fuel	-21.16	
	    3/15/2024	Cash	Employer	Salary	Salary	2,299.17	
				Federal Tax	Tax:Fed	-478.68	
				Medicare Tax	Tax:Medicare	-32.54	
				Social Security (FICA)	Tax:Soc Sec	-133.96	
				Legal Plan	L&P Fees	-7.75	
				Dependent Life Insurance	Insurance:Life	-85.50	
				AD&D Family Insurance	Insurance:Accident	-11.25	
				Emplyee Life Insurance	Insurance:Life	-136.23	
	    3/15/2024	Cash	Prov L&a Dis		Insurance:Disability Insurance	-130.86	
	    3/15/2024	MasterCard	Whole Foods		Groceries	-41.65	
	    3/15/2024	MasterCard	Hmart		Groceries	-43.70	
	    3/15/2024	MasterCard	Amazon		Personal Care	-30.36	
	    3/15/2024	MasterCard	Amazon		Personal Care	-38.56	
	    3/15/2024	Investment1	ANALOG DEVICES INC		_DivInc	-18.06	
	    3/15/2024	Investment1	ANALOG DEVICES INC	ANALOG DEVICES INC	_DivInc	18.06	
	    3/15/2024	Investment1	ANALOG DEVICES INC	ANALOG DEVICES INC	_DivInc	19.32	
	    3/15/2024	Investment1	MCDONALDS CORP	MCDONALDS CORP	_DivInc	13.36	
	    3/15/2024	Investment1	NEXTERA ENERGY INC	NEXTERA ENERGY INC	_DivInc	15.97	
	    3/16/2024	MasterCard	Pcc		Groceries	-140.74	
	    3/16/2024	MasterCard	Amazon		Personal Care	-24.09	
	    3/18/2024	Checking	ARCO	 	Auto:Fuel	-64.65	
